lichess_id,ply,result,risck_player
VVmhmQUW,68,0-1,Black
NPU7QQEp,55,1-0,White
us4vitvK,61,0-1,White
wSlbrJFk,81,1-0,White
d4kJTYzq,69,1-0,White
lVzv6FIj,83,0-1,White
gCSYvGMn,102,0-1,Black
QzQhOdPC,80,0-1,Black
97p6HBtO,84,0-1,Black
SVipMmRm,76,0-1,Black
64FDHoTI,47,1-0,White
4SLKsddH,105,1-0,White
QnoCWsBT,96,0-1,Black
72G42JWv,46,0-1,Black
GmagsRxH,95,0-1,White
SanzsyIt,89,1-0,White
m7WizIZV,61,1-0,White
GtAbWq7l,101,0-1,White
OxG63XHM,69,1-0,White
MuZbOGX2,68,0-1,Black
3TYykiBC,74,0-1,Black
ELPQdFuf,73,0-1,White
MNIk5RNr,105,1-0,White
QjJtV2i4,71,1-0,White
RUt4A80J,88,0-1,Black
RvoRtJjx,107,0-1,White
upf1HLv3,63,1-0,White
IsH4d7dx,86,0-1,Black
1qy8DWaO,117,1-0,White
G5rO8V7w,71,1-0,White
gKVQCFUU,47,1-0,White
IWjskduO,78,1/2-1/2,Black
whbgtKIF,52,0-1,Black
cFblt0ua,58,0-1,Black
Ja1OC04T,62,0-1,Black
1ilMpLyX,98,1-0,Black
BmJ8fZUn,61,1-0,White
47Jcqq5Z,67,1-0,White
f4jDoQb9,139,1-0,White
GmvhUdr6,135,0-1,White
2D8HxOCW,107,1-0,White
L8CrGJYM,111,0-1,White
ENfzdsnj,72,1-0,Black
h8HA86Ab,74,0-1,Black
8CPF9MSE,93,1-0,White
9diee0Am,70,0-1,Black
AwV0sxfn,117,1/2-1/2,White
0h365qAS,81,1-0,White
BdsrIeyx,82,0-1,Black
GderI8zU,73,1-0,White
2LVh17gr,90,0-1,Black
oL8B2xrY,67,0-1,White
2cbqRCK4,57,1-0,White
5d3Mn5x3,118,0-1,Black
wSjNnbsU,64,1-0,Black
ahd68TBT,123,1-0,White
7XoFzm9A,104,1/2-1/2,Black
obTOKjka,152,0-1,Black
PhYfzjAg,80,0-1,Black
40hONWdc,99,1-0,White
VFX1izdn,63,0-1,White
x7LUMVOh,79,1-0,White
MrLdFHyw,62,1-0,Black
NMkFzmjq,90,0-1,Black
Umeullel,74,1-0,Black
BX8nxpmg,75,1-0,White
tbbIfpc7,61,1-0,White
QAsLRc3T,83,1-0,White
yZ8O1vD3,68,0-1,Black
jmVmmTtF,80,1-0,Black
oCABUApc,69,0-1,White
bn72kNjH,66,0-1,Black
CzpuinI8,76,0-1,Black
Ysoq56nc,117,0-1,White
K5KTNJKy,65,1-0,White
z20KXRjv,52,0-1,Black
HupucFoM,119,1-0,White
qRikvU4q,47,1-0,White
4c5cG4mD,61,1-0,White
UBuu21VS,78,0-1,Black
75pplo6s,73,0-1,White
ugDdaq9Y,77,0-1,White
8s8OYWz9,50,0-1,Black
lYw2903j,99,1-0,White
121cnISH,111,1-0,White
dK4Yl5uy,115,1-0,White
rPnuVqau,87,1-0,White
qzSByLGF,109,1-0,White
NYdSWtpP,69,1-0,White
LixrnBlE,96,0-1,Black
TxtNvyZY,83,0-1,White
Y3dsPstQ,52,0-1,Black
6lT5mdDO,79,1-0,White
9QlYolqu,47,1-0,White
jISaUDZb,92,0-1,Black
AsDCcSru,52,1/2-1/2,Black
F1ROeWPj,71,1-0,White
3PKqRTcP,56,0-1,Black
OONLmp95,37,1-0,White
QXLMFQvE,101,1-0,White
KP3eVmnt,55,1-0,White
60lIOHmH,36,0-1,Black
T4H4xNmO,82,0-1,Black
E8CVrPs4,130,0-1,Black
DMxfyhav,149,1-0,White
6mzdtCe3,66,0-1,Black
zfgpb74F,54,0-1,Black
8OSaHLPD,73,1-0,White
TFmW9OPd,66,0-1,Black
m0dw852M,51,1-0,White
IKFeYphs,59,1-0,White
JAYJ1V4d,108,0-1,Black
4wzDPibo,85,1-0,White
aJVxN2En,62,0-1,Black
iPalOO1G,58,0-1,Black
N1CHmFcF,89,0-1,White
IOu1xMMj,70,0-1,Black
LGBbGmDk,71,1-0,White
1hFGfdvO,53,1-0,White
qFVHqiVI,125,1-0,White
LnfBXwiB,67,1-0,White
PdIOkcJX,112,0-1,Black
2RK6qyie,58,0-1,Black
SAhEDq2y,79,1-0,White
rDk6NZqG,118,0-1,Black
fQhz7NHp,67,1-0,White
s6myL1wt,74,0-1,Black
UNc8WW6K,97,1-0,White
gsmFrcdp,72,0-1,Black
dgb4vHqQ,38,0-1,Black
D3skk1re,140,0-1,Black
zgDl5wbN,81,1-0,White
5DouUja3,75,1-0,White
S8HzHsg2,72,0-1,Black
5hbbuhLU,70,0-1,Black
XMAoGQpt,81,1-0,White
8fA29dDx,127,1-0,White
2xwXWG5f,112,0-1,Black
jk6H0Qko,78,0-1,Black
RT7XgrrI,88,0-1,Black
0Gcaqm6q,75,0-1,White
sAsAjDOn,84,1-0,Black
n0ifNqie,120,0-1,Black
4BaaOqQp,123,1-0,White
4C1No47I,54,0-1,Black
OJKb7Zm5,65,1-0,White
Bzm9pE9G,119,1-0,White
V4EX6v8R,56,0-1,Black
IYdKVSP8,103,0-1,White
JllmgL3F,99,1-0,White
Ru4WasAZ,99,1-0,White
D8m2WrMH,63,1-0,White
9LOok6Jm,74,0-1,Black
pQnC63Ut,84,1-0,Black
zPcJaTJS,59,0-1,White
go3t6vGN,94,0-1,Black
YYtywR4s,75,1-0,White
2KBcAK5b,77,1-0,White
Q9EwmqwS,78,0-1,Black
azl8g8bQ,79,1-0,White
DaI5PiEk,102,0-1,Black
OQCdFjRi,83,1-0,White
enKs87Y0,75,1-0,White
FpvpAV7X,40,1-0,Black
QNGIwwbh,84,0-1,Black
JuFbs8oB,82,0-1,Black
vcAGgZSQ,64,0-1,Black
ZeeQuYd2,128,0-1,Black
t11Hao7X,91,1-0,White
7Sfaaz4D,48,0-1,Black
kmfRyct2,58,0-1,Black
c7SE4gTC,171,1-0,White
D9k75Q4T,94,0-1,Black
BuaYVuEu,42,0-1,Black
JMoOPsOn,64,0-1,Black
69LTkGo9,119,1-0,White
0J3zpJQD,110,1-0,Black
MJd6g0EJ,91,1-0,White
biz2Kt4q,71,1-0,White
1QA5uhgj,153,1/2-1/2,White
ABn7emBb,87,1-0,White
6FxHxnlj,108,0-1,Black
KDTnBb54,79,1-0,White
mu6iBZCN,109,0-1,White
fixws6J9,66,0-1,Black
Bg6rjEFV,64,0-1,Black
4ewPFQSc,104,0-1,Black
5fI5hUWG,86,0-1,Black
RkSizNrG,95,1-0,White
JZX0apFS,63,1-0,White
N2dZDAEZ,117,0-1,White
fSsd8LtO,80,0-1,Black
Lwwxe5ZT,102,0-1,Black
3qCO2gcY,117,1-0,White
LOBQ3Mro,61,1-0,White
OEK4SgwD,87,1-0,White
4ayvSeiK,72,1-0,Black
9G5BTxsQ,79,1/2-1/2,White
KiOUzygJ,63,1-0,White
gCvbm1jU,36,0-1,Black
eoyY1say,81,1-0,White
PATokf4k,95,1-0,White
4nrzRchh,90,1-0,Black
5P9BK5JA,79,0-1,White
3n8bPQnu,37,1-0,White
2D9IJXhn,112,1-0,Black
O1KMVqlh,97,0-1,White
N7MjWg44,52,0-1,Black
w89CoTLi,77,1-0,White
c1LAS0dm,79,1-0,White
duO2196d,66,0-1,Black
vTAx9VQa,74,1-0,Black
4dxpfCxE,129,1-0,White
IEuEATYG,88,0-1,Black
gd7S5h4Q,81,1/2-1/2,White
PNb0ZQad,47,1-0,White
HNObfhba,91,1-0,White
rwJ44UJE,46,0-1,Black
QgPltVWP,91,0-1,White
bstVPLz7,93,1-0,White
JDafcJzd,54,0-1,Black
9PYiYuED,56,0-1,Black
VVCNbvDv,47,1-0,White
cerOAgIh,135,0-1,White
HGTTuGHK,53,1-0,White
h8OZuC4W,96,0-1,Black
IlsQGWpK,65,0-1,White
SjUCedWz,38,0-1,Black
H9CsGxxv,76,0-1,Black
Bh3xLRWU,67,0-1,White
uYjvUZcC,67,1-0,White
BeCw1P9l,68,1-0,Black
ApyIbd53,83,1-0,White
w85j6vZ8,84,0-1,Black
eXSRJ2nJ,80,0-1,Black
0Hnrdc6C,102,0-1,Black
6u9P1yr5,100,0-1,Black
Gk5m1rcA,72,0-1,Black
fiZWpgvZ,97,0-1,White
Reutg20C,89,0-1,White
LZNdVFcq,94,0-1,Black
YojGs4ZN,105,1-0,White
Awzqtwck,89,1-0,White
xQs5SyZ0,58,0-1,Black
KH6AgWB6,82,0-1,Black
JuUnijtq,63,1-0,White
nA3kTbWw,85,1-0,White
yoyrk4ic,74,0-1,Black
Neumah7R,73,1-0,White
ATi30wxF,68,0-1,Black
OFDkbX9z,122,1-0,Black
zz5LJWv8,76,0-1,Black
zVS3a5YZ,91,1-0,White
8I28HsYU,78,0-1,Black
2F7d5RWu,59,1-0,White
Cph785XM,66,0-1,Black
3uEw4z96,78,0-1,Black
YTrqo01F,98,1/2-1/2,Black
TfNSnOon,112,0-1,Black
edOzyTIF,56,0-1,Black
AIyjui4l,114,0-1,Black
EG81sVla,66,0-1,Black
PZ7FFkk2,67,1-0,White
3xF8YLqM,71,0-1,White
nUqYxb97,89,1-0,White
MNhzHzqK,70,0-1,Black
6UVQG3gf,76,0-1,Black
bDIqOzM1,87,0-1,White
GRg4rVn2,108,1/2-1/2,Black
QEWtJbls,115,0-1,White
TIgNiSzi,134,0-1,Black
FqZwqCaL,63,1-0,White
LvLhV65w,55,1-0,White
zv01G7xc,82,0-1,Black
jaP7xYwu,49,1-0,White
xaD6zMRn,58,0-1,Black
6aqwXctz,65,1-0,White
VjE1aRX5,77,1-0,White
mRA7sx3v,94,1-0,Black
paZsndz5,85,1-0,White
myj63kF7,109,0-1,White
j3XhNLzs,88,0-1,Black
iodSxlPZ,120,0-1,Black
o2LfsDWx,75,1-0,White
fLpApDZ8,54,0-1,Black
O2W2mf43,85,1-0,White
L97PU9oP,80,0-1,Black
0buMWOAc,72,1-0,Black
3LqUQyUA,91,1-0,White
byvckMTV,96,0-1,Black
PcqPrTZr,98,1-0,Black
7X07yh16,62,0-1,Black
aJ0pTtUS,44,0-1,Black
NvVRSn3X,75,1-0,White
vyvhEfAl,84,0-1,Black
zVBAkTEv,107,1/2-1/2,White
Fq4JEkkx,41,1-0,White
KHjav6oe,69,1-0,White
AeskOdAE,69,0-1,White
YKftNGYH,106,0-1,Black
AEyzKXsW,84,0-1,Black
pOhb5TVQ,76,0-1,Black
r9jMOi03,53,1-0,White
LMZnAMrN,65,1-0,White
BjduJh8Q,56,0-1,Black
vrxt2bWd,92,1-0,Black
3UneyUpK,86,0-1,Black
PBIpiBVW,60,0-1,Black
55AnQZeA,84,0-1,Black
W7Okdk57,79,1-0,White
WimYYMiL,119,1-0,White
c7sHyJ4v,114,0-1,Black
3WNXaeEY,73,1-0,White
iDduR8nQ,127,1-0,White
WsDlehbB,106,0-1,Black
T0Oe4ksD,117,1-0,White
KZQNyrGw,82,1-0,Black
HMMPLbN2,93,0-1,White
ENVN3jCZ,91,1-0,White
zghqm1GR,126,0-1,Black
U9iH0326,26,1-0,Black
6jhKT12h,68,0-1,Black
ch7Pzzqz,55,1-0,White
1kT7lJoi,89,1-0,White
Wqq053e5,85,1-0,White
xomJfccK,52,0-1,Black
RqrcwhT9,116,0-1,Black
9gQ3lc4e,60,1-0,Black
CmGzFDmV,74,0-1,Black
SqTfihaI,29,1-0,White
bZn5GWZx,59,1-0,White
ebFqSUsR,75,1-0,White
ophWawLD,82,1-0,Black
y8rHWP1m,84,0-1,Black
GHFDQtDE,78,0-1,Black
CfY9nGNz,59,1-0,White
OpmWkb6E,101,0-1,White
YA4pSNl0,128,1-0,Black
M7w0n8bv,68,0-1,Black
KTXGcQoE,104,0-1,Black
bukFHSpY,54,1-0,Black
CXuSlFtD,104,0-1,Black
7BXbvz1Y,67,1-0,White
0Dd3mAH0,40,0-1,Black
rCEdZtbp,147,0-1,White
SLC6mpck,62,0-1,Black
Jj8qBKCl,60,0-1,Black
82HAFduo,74,0-1,Black
3cGLM4Iw,92,1-0,Black
jFPWL0mw,77,1-0,White
5swFSKgX,78,1-0,Black
BsSaZf8f,122,1/2-1/2,Black
K9w6UreR,142,1/2-1/2,Black
5DVAtBhv,60,0-1,Black
3vzbXbqh,57,1-0,White
1FjdD86k,45,1-0,White
5Jb1HToV,92,1-0,Black
SA35usFx,83,1-0,White
cxk8BBFx,116,0-1,Black
kiMDzhZ2,88,0-1,Black
KNmVaNjQ,93,0-1,White
3eSgjigZ,99,1-0,White
Cs35D77l,65,1-0,White
2hdEnHI4,102,1-0,Black
HakRGRif,96,0-1,Black
opzdSZWu,119,1-0,White
ERSk9l6z,61,1-0,White
ariRpGrn,89,1-0,White
SrsAUr9a,102,0-1,Black
CcQdYoNV,69,1-0,White
538m04Pi,92,0-1,Black
F4twVMxH,81,1-0,White
7W4YRbYN,101,0-1,White
m6LG4InD,59,0-1,White
G8v2RcZz,102,0-1,Black
QiimYATV,74,0-1,Black
A3QLvGqE,42,0-1,Black
8DpdFjxx,96,1-0,Black
BB51o3zK,85,1-0,White
MLgcmajw,69,1-0,White
LAeP399d,85,1-0,White
dL3q15uS,77,1-0,White
gwKP1Vk7,89,1-0,White
kqDIp04k,61,1-0,White
OBp1eeWo,53,1-0,White
LZnzEdAG,93,1-0,White
NEfhNh2n,104,1-0,Black
FPfLg7vr,77,1-0,White
XHyNyG8v,64,0-1,Black
XoVspiVE,97,1-0,White
BDkeObx8,45,1-0,White
pHPgDVNx,75,1-0,White
2pEH85KA,83,1-0,White
WfrH66I4,81,0-1,White
O7CuX43O,65,0-1,White
7UjdggSg,67,1-0,White
0cQ9wCvL,84,0-1,Black
GE54zxMW,65,1-0,White
1ITnJgkW,86,0-1,Black
CYbDI1SU,184,0-1,Black
QN3ZA7Gd,117,1-0,White
Cgc6Vik6,77,1-0,White
mmfdpaBp,69,1-0,White
06takh3C,112,0-1,Black
6ISDBs2s,87,1-0,White
DAbbf5zx,202,1/2-1/2,Black
O8r6xAZ7,92,0-1,Black
OGIuKPFs,96,0-1,Black
vDPzKHtt,71,1-0,White
uA3WWeIh,86,0-1,Black
rnl0LkYk,63,1-0,White
giN7CQvl,85,1-0,White
BL9ouMJx,80,0-1,Black
Y3QVdApM,86,0-1,Black
5JWFITPw,108,0-1,Black
321rgUKG,91,1-0,White
h4M4nLDu,83,1-0,White
F0wvwzMC,61,1-0,White
YUJv1aon,65,1-0,White
H8FlIs5E,102,0-1,Black
IOt2TuPa,92,0-1,Black
Jhakxi09,72,1-0,Black
uJ96IJNr,41,1-0,White
rMZogFnc,80,0-1,Black
hFtKFlbt,92,0-1,Black
UyQTCtdU,85,1-0,White
Bcxd5KSA,89,1-0,White
2S6KZw9k,80,0-1,Black
kZB6qZRJ,48,0-1,Black
8QROkiG0,93,1-0,White
2aTVQUBJ,69,0-1,White
DOlgH056,83,0-1,White
j7a7CuH0,78,0-1,Black
ebiGKAYF,93,1-0,White
rt9ZAosm,82,0-1,Black
Hpnto2lw,95,0-1,White
WT3ptjkr,82,0-1,Black
zs3SUFN0,118,1/2-1/2,Black
OhFsZpkE,96,0-1,Black
Tngo9EQD,61,1-0,White
7LIRzrgB,67,1-0,White
U6hMRx8G,94,0-1,Black
xFTWQsHq,56,0-1,Black
ge7eLW1d,99,1-0,White
wgaiIT88,97,1-0,White
aNtc8OB8,107,0-1,White
MUOM2ZUh,77,1-0,White
S2z5sEyY,73,1-0,White
T5JWdrg7,49,1-0,White
n1kHz8FX,75,1-0,White
sJLWfYmW,65,1-0,White
TV0ubGQe,82,0-1,Black
Y6AU5H4k,92,0-1,Black
jTROk1Vp,87,1-0,White
ANPejWyH,70,0-1,Black
ULszC6oG,60,1-0,Black
L2arIrD5,31,0-1,White
Ie4ZX4jV,74,0-1,Black
jQKbSIxk,115,1-0,White
qt2aNfGR,88,0-1,Black
DQqSmx5H,131,1/2-1/2,White
OMvX0Hu5,86,0-1,Black
IdXAWJmG,79,1-0,White
ncZO11cy,61,1-0,White
bEHLzrgM,37,1-0,White
wINdEMtv,73,1-0,White
iBciCWsd,87,1-0,White
SeCequTX,78,0-1,Black
IWu1oJG0,84,1-0,Black
w5jRtuPl,83,1-0,White
W56rmfK6,60,0-1,Black
r1zpguID,50,0-1,Black
tyvNqfus,116,0-1,Black
W8d9ctbB,95,1-0,White
3GrsEcSu,92,0-1,Black
sj7OOJYW,51,1-0,White
3l7pNRnM,81,1-0,White
DqAFSere,97,1-0,White
aoTY4Yqp,69,1-0,White
SrRRek1M,90,0-1,Black
ysL8vGtc,77,1-0,White
jf9rFhrP,114,0-1,Black
mhECbdzV,79,1-0,White
NFvETWRb,83,1-0,White
I7rqUOiU,37,1-0,White
zXXLRUDl,105,0-1,White
a8v74Xam,78,0-1,Black
8B9IfdCj,146,0-1,Black
gtMWRf6q,123,1/2-1/2,White
0rEzRu3h,62,0-1,Black
8oHHjQCE,128,1-0,Black
PHwoHciV,109,1-0,White
F7jpZgyt,116,0-1,Black
KWQOWOWN,70,0-1,Black
ug8gCrci,48,0-1,Black
2voGNCvC,54,0-1,Black
i8pRmgoC,76,1/2-1/2,Black
BPGjvsmQ,88,0-1,Black
gv3PgOHQ,61,1-0,White
pyDvW4iv,47,1-0,White
BP7yuRUE,69,1-0,White
IPNINi2v,63,1-0,White
YjcGuS2B,72,0-1,Black
zEqfmUP4,40,1-0,Black
1hAzud2Z,87,1-0,White
U2mfjSOQ,86,1-0,Black
IhtReih5,120,0-1,Black
fQ2wtCic,79,1-0,White
UzMpBpVV,77,1-0,White
3kZQCI4h,136,0-1,Black
PYqZ1iqR,88,0-1,Black
TY7LZuoP,103,1-0,White
BtHj0887,54,0-1,Black
DkS3oEor,102,0-1,Black
5nCxayfo,71,1-0,White
CuBnwdAp,60,1-0,Black
PTpq0xD7,51,1-0,White
MvqA4Ihc,85,0-1,White
H8bV6tNt,59,1-0,White
IVJLxsSS,98,0-1,Black
NOodZOGy,60,0-1,Black
KQlIaBzp,128,1/2-1/2,Black
xSs2ZtB7,71,1-0,White
QxYpcK5i,112,0-1,Black
t0PBYcM5,82,0-1,Black
DuUu6vuQ,77,1-0,White
CQQkh9s8,149,1-0,White
j5ZRe1JX,127,1-0,White
2Mz7rbvI,55,1-0,White
ZyVHiVtQ,94,0-1,Black
Rxw2zAFx,70,0-1,Black
8cpSI4hu,80,0-1,Black
HWbyjkh1,100,0-1,Black
