lichess_id,ply,result,risck_player
Vkr7p1G8,97,1-0,White
AFhhAR7N,72,0-1,Black
KamBcpgv,73,1-0,White
5aHJVFZ3,78,1-0,Black
8R8znVMu,153,0-1,White
p3uN0OuC,77,0-1,White
MlZlW4UD,73,1-0,White
668xMDr5,95,1-0,White
8C6v9YdI,91,1-0,White
lGprUmus,80,1-0,Black
S7tUStYF,70,0-1,Black
slk32Jox,114,0-1,Black
qsIKzQiN,91,1-0,White
AOMA3zEk,90,0-1,Black
9Qzlbxdo,57,1-0,White
VezSmjnT,72,0-1,Black
aCraieDA,40,0-1,Black
cC3OPUWh,43,1-0,White
BydmBAPU,79,1-0,White
7wcU0Pss,75,0-1,White
Bi6CQ969,92,0-1,Black
VwfR6ARo,80,1-0,Black
IDgKxlJR,87,1-0,White
oWsGBhT9,62,1-0,Black
CcIVRiap,48,0-1,Black
uzmy3GJ2,40,0-1,Black
YiSUrIpL,78,1-0,Black
GR3uv6vL,53,1-0,White
5W7CnyXb,71,1-0,White
bgMZCvPb,107,1-0,White
bgMZCvPb,130,1-0,Black
y05JNCLy,69,1-0,White
hMu702WX,82,0-1,Black
TUQMBTDy,63,0-1,White
PYbI3Cs0,69,1-0,White
fnWW6ira,55,1-0,White
O17CFqrs,74,0-1,Black
xAOKMHyp,124,0-1,Black
BtgMxuOB,86,0-1,Black
Qxwd9azX,89,1-0,White
kOH7v2AU,89,1-0,White
KZ40BIHc,88,1-0,Black
TRQ7Cu5B,74,0-1,Black
xlYKSnZm,71,1-0,White
X9mPzgq1,77,1-0,White
x7kbNkHS,84,0-1,Black
bwXs0zJU,65,1-0,White
01rxmeKC,108,0-1,Black
fkDtH6kU,64,0-1,Black
xFpvZbNY,77,0-1,White
5iqHFhea,80,1-0,Black
G1TVYY2B,94,0-1,Black
KJ3BmdSd,66,0-1,Black
KBIP6Xv4,105,1-0,White
XMQtL962,49,1-0,White
VQB1XolJ,104,0-1,Black
W5bs2MZB,64,0-1,Black
HYqwbqmX,63,1-0,White
vMLUCnvV,77,1-0,White
bOCsCO19,69,1-0,White
fWU7C9FN,59,0-1,White
nK758i36,80,0-1,Black
mbovJFxg,71,1-0,White
YmdqINSp,51,1-0,White
8RCU4dqx,79,1-0,White
imdLihHR,139,1-0,White
7dC4Fx8e,67,1-0,White
7sMFMq1J,101,1-0,White
SEMpBeY7,69,1-0,White
ECF0N2r5,73,1-0,White
6zcFXU2z,90,1-0,Black
N6ufKsiG,61,1-0,White
FZTXboFF,70,0-1,Black
Bv8mbBlI,65,1-0,White
CbB4k9EX,55,1-0,White
dU3xcQzY,87,1-0,White
Ks7N9diO,122,1/2-1/2,Black
kzdk4wQI,74,1-0,Black
9Eitb3UZ,102,0-1,Black
KjTu8aar,85,1-0,White
h6gtfWtK,107,0-1,White
uyC5wW8a,99,0-1,White
wOocwKaG,54,0-1,Black
be3VwuMM,87,1-0,White
dIC0vipe,58,0-1,Black
9cwtqlpL,81,1-0,White
1HzGoyGC,50,0-1,Black
ALhAT8IJ,75,1-0,White
Ua86DjFp,55,1-0,White
8mFteYvn,63,1-0,White
2JE7ekG8,82,0-1,Black
5NHE1zqu,49,1-0,White
PNidcCpk,79,1-0,White
KJ0nvpPo,54,0-1,Black
HixDK6c7,81,0-1,White
8EbFNQnT,97,1-0,White
1lRdLYNJ,99,1-0,White
XG6etCQ2,76,1-0,Black
LLr6kCS7,75,0-1,White
GmIVFfxh,80,1-0,Black
WkYlDPZy,43,1-0,White
voIdlHs9,87,1-0,White
Ko8wSVzj,68,0-1,Black
HD0lsiS3,46,0-1,Black
bSLupltm,109,1-0,White
msiBivwB,98,0-1,Black
2LilVkcN,48,1-0,Black
bFR0Eolc,81,0-1,White
q4AsOdJO,62,1-0,Black
q4AsOdJO,73,1-0,White
Y8Qw2CXr,62,0-1,Black
gVJrnQnx,118,0-1,Black
X9iAjmv2,99,1-0,White
0qC09FIi,87,1-0,White
GaSPKeN3,69,1-0,White
cvRkdfRj,59,1-0,White
hBmPBGaO,53,1-0,White
25fZwbrl,93,1-0,White
I8xM7T6i,84,0-1,Black
UJVhqKC6,98,0-1,Black
iCHDNUrq,48,1-0,Black
ZnpRr0S3,95,1-0,White
XYwOV1eS,68,1-0,Black
iKViBQNZ,59,1-0,White
NaNzbtoc,81,1-0,White
4CFuXD2V,87,1-0,White
8oQ55ftr,75,1-0,White
F9lj8Mgx,59,1-0,White
X937c4Hy,60,0-1,Black
DOKbSDxt,75,1-0,White
gQMBHUQH,53,0-1,White
6TYrgo4x,71,1-0,White
JswxzDa1,51,1-0,White
9Z3q4j3N,68,0-1,Black
Sv30WGDf,66,0-1,Black
g8XSLXJv,101,1-0,White
sbb8W8iR,166,1-0,Black
wSxaoRMa,65,1-0,White
wSxaoRMa,79,1-0,White
IQLvDVoT,106,0-1,Black
9hoNTYe9,60,0-1,Black
x5EPTCfn,53,1-0,White
CC1XEXiM,65,0-1,White
d2W7Asa3,88,0-1,Black
IflksG7c,132,1-0,Black
IflksG7c,147,1-0,White
PO8DnNNg,42,0-1,Black
GI5SzcQs,63,1-0,White
JZCnl8is,79,1-0,White
FjK6N9Rb,63,1-0,White
FjK6N9Rb,65,1-0,White
QpwXnE27,73,1-0,White
T6FuKjIy,93,1/2-1/2,White
6maSMHs4,79,1-0,White
KPHPrGdC,82,0-1,Black
eZmzz0pt,61,1-0,White
qbnzC3mB,56,0-1,Black
LEZslFaU,64,0-1,Black
KlGZ7IGJ,78,0-1,Black
LqEJQBA6,138,0-1,Black
s4KARN9i,59,1-0,White
HRHSAMQe,88,0-1,Black
l9KjU4z6,66,0-1,Black
AqgE6wrU,58,0-1,Black
rfuIbNhL,48,1-0,Black
8Ty15HiA,123,1/2-1/2,White
MO44rryQ,110,1-0,Black
4MpSPqHo,71,1-0,White
QAL8gAlm,86,0-1,Black
IWQM1w5h,112,0-1,Black
DBV90chA,82,1-0,Black
zlHL54Vg,108,0-1,Black
kOJyvo9I,71,1-0,White
Ect1osf1,74,0-1,Black
OcmARY0C,95,1-0,White
OKeA8er1,58,0-1,Black
VfHQUYMV,97,0-1,White
K1VDx5GP,57,1-0,White
mF4sGAAt,98,1-0,Black
UT68U8X5,97,0-1,White
UT68U8X5,102,0-1,Black
QiimYATV,88,0-1,Black
NHuiNtjQ,113,1-0,White
NHuiNtjQ,131,1-0,White
8xKonCde,47,1-0,White
wh2RYwf1,60,0-1,Black
upyZxmpO,55,1-0,White
4JRIpRzl,96,1-0,Black
z2ZpJ9R7,117,1-0,White
48kjI7kv,114,0-1,Black
gRZIADwO,78,0-1,Black
DGuvh2jf,61,1-0,White
tlbMwmFw,113,1-0,White
HJXRkFS0,100,0-1,Black
nBy7iyco,72,1-0,Black
qA4D4BnZ,104,0-1,Black
EjFbcBbW,130,0-1,Black
Rx3eGqfR,71,1-0,White
DYZCTsmn,93,1-0,White
uTsYTZKR,99,1-0,White
dfBskqP4,76,0-1,Black
GZaDyaiQ,88,0-1,Black
5swFSKgX,95,1-0,White
eoXVoOyJ,68,0-1,Black
OT8a6PIP,102,0-1,Black
H2C0ohUV,49,1-0,White
HKur3Qmk,84,1-0,Black
YsnazTgy,88,0-1,Black
eQdiNhYZ,59,1-0,White
zHNWwY4m,101,1-0,White
tgrwvrU6,77,1-0,White
viQaWxXw,62,0-1,Black
xsH9mYjn,76,0-1,Black
RxcL5gZN,96,1-0,Black
jvu3BYGK,54,0-1,Black
sg00Ggj9,101,1-0,White
XoEg7gby,75,0-1,White
ncWzuYRh,81,1-0,White
6YTt08bI,71,1-0,White
sIwRKV3x,49,1-0,White
c2xsu3cU,61,0-1,White
yYE8fmBp,146,1/2-1/2,Black
PBUgnTx5,79,1-0,White
OqgsxuZs,94,1-0,Black
dfgeuYHz,61,0-1,White
OcldIexh,105,1/2-1/2,White
P5yxBHv0,126,0-1,Black
oqjlX7xE,41,1-0,White
OoWfTAFJ,67,1-0,White
B9zyLQee,65,1-0,White
PLMmbCHP,81,0-1,White
cmN61u3w,82,0-1,Black
Ky6Ca1yL,69,1-0,White
Ky6Ca1yL,73,1-0,White
3s0EHdWc,53,1-0,White
hYVs1h1T,73,1-0,White
OjDNx0h6,91,1-0,White
U0oALUNM,66,0-1,Black
FAh9y06C,62,0-1,Black
8095Dizt,74,0-1,Black
3vy9XsPp,60,0-1,Black
PWBc0KwY,99,0-1,White
0AY0ajUS,100,1-0,Black
qHsq5T4H,86,0-1,Black
XJYS3Mop,107,0-1,White
imx18jBi,108,1/2-1/2,Black
rQVEQvnG,94,0-1,Black
a7mienqk,79,0-1,White
JafSC6QN,54,0-1,Black
zhUuUgnG,71,1-0,White
Oh8VLSiS,54,0-1,Black
URrP8W6V,71,1-0,White
FySgsTri,65,1-0,White
I74jbTed,75,1-0,White
I74jbTed,79,1-0,White
dmpZyoBi,70,1-0,Black
dmpZyoBi,73,1-0,White
PCon9eY8,91,1-0,White
Ffo8m21w,92,0-1,Black
TNnElH9F,90,0-1,Black
B75aIPS1,128,1/2-1/2,Black
Wtb3e8Jt,76,0-1,Black
KkjkSSCK,63,0-1,White
kaYrunKG,65,1-0,White
LHBOCjH0,76,1-0,Black
0PciiLHK,56,0-1,Black
KoKcBHg9,59,1-0,White
UFC6WPef,102,1/2-1/2,Black
ivjSgzMV,40,0-1,Black
8uea83c3,88,0-1,Black
4Vwx7GPD,41,0-1,White
SNK8lapr,88,1-0,Black
SNK8lapr,92,1-0,Black
4O43WU95,79,0-1,White
fHK8exkI,107,1-0,White
ZDnvVv0B,100,1-0,Black
0zfoaDZh,126,0-1,Black
wE1IGjE1,75,1-0,White
VWfyWkCx,74,0-1,Black
BmqDGVkB,57,0-1,White
QscQbfcK,90,0-1,Black
ImUNQ3WJ,76,0-1,Black
VcSjRtEZ,91,1-0,White
FjIkt7M1,76,0-1,Black
5KUZc0NS,108,0-1,Black
okI59eF4,82,0-1,Black
okI59eF4,84,0-1,Black
zj8QRfky,114,1-0,Black
X7wniFbY,82,1-0,Black
DtzxnhK0,100,1-0,Black
2QeSgUHR,63,1-0,White
a4d2a1DK,129,1/2-1/2,White
1olvmjSb,96,1/2-1/2,Black
YRfrzjw7,120,1-0,Black
U9UaHEAE,51,1-0,White
KWTdNLmx,57,1-0,White
NQQGntzi,73,1-0,White
HmmJFbah,93,1-0,White
J4ntrdAi,88,0-1,Black
r472IC34,68,0-1,Black
FveXdWxH,49,1-0,White
w1Y6BFhT,76,0-1,Black
cxy8PfaM,55,1-0,White
jfdemkI8,88,0-1,Black
daWyzmcC,66,1-0,Black
YbjiR1ws,63,1-0,White
PyLIZ8BI,61,1-0,White
hGlTasv3,69,1-0,White
jaGSrmRJ,105,1-0,White
YIl7C23R,95,1-0,White
33Zi4NAs,64,0-1,Black
M9VrMB8o,150,0-1,Black
4LCdLoKT,63,1-0,White
JlsCbGMc,85,1-0,White
Lp7IbjWu,109,0-1,White
5LkVAU7B,48,0-1,Black
3dCog0jz,45,1-0,White
V8HlGd3t,123,1-0,White
6yW5rGrM,65,1-0,White
QIRjKbkb,86,1-0,Black
5L8ijV9V,90,0-1,Black
NVizMcLm,74,1-0,Black
xqDQOi2a,70,0-1,Black
9V66kWFv,134,0-1,Black
Us2Xj3Hz,59,1-0,White
VeifvwTO,80,1-0,Black
jYEnW7fp,115,0-1,White
ZFTXjyjK,73,0-1,White
ZFTXjyjK,79,0-1,White
VAotXxFj,83,0-1,White
1iu0A9IC,78,0-1,Black
08RVaSb3,91,0-1,White
b13DUPB6,50,0-1,Black
G9x2hxxQ,66,0-1,Black
G9x2hxxQ,70,0-1,Black
eOil77UL,87,1-0,White
IP2oQ9Ch,127,0-1,White
3Hq8DOka,56,1-0,Black
Qv8LaxvR,75,1-0,White
54w8pSQo,85,1-0,White
2PEmG1Sx,79,1-0,White
GvdRPI5Q,59,1-0,White
9q24aS8A,87,1-0,White
QJ0wAoLs,45,1-0,White
4QcaeirN,85,1-0,White
j4927IEY,73,0-1,White
t8YkWmwD,76,1-0,Black
gGV99Kf5,130,0-1,Black
awHBl34u,78,0-1,Black
LmZmWOkW,85,1-0,White
UZZ5BTex,69,1-0,White
ZnUVkibV,63,1-0,White
wiHStYsY,61,1-0,White
YV9cnxMj,77,1-0,White
XeUShBrE,69,0-1,White
PIHT0tf2,103,1-0,White
PqRJCbFf,101,1-0,White
T6UQJKga,63,1-0,White
NWhqt0f8,68,0-1,Black
wBBbQIai,49,1-0,White
9TC59zXC,114,1-0,Black
9TC59zXC,123,1-0,White
ANtP1jKT,72,0-1,Black
2snPFoaN,65,1-0,White
9EGp6kci,63,1-0,White
mnDNdbdK,79,1-0,White
AgfzM9Jo,119,1-0,White
7fsno9Zp,72,0-1,Black
GTK060Is,116,0-1,Black
EW8lcIuF,90,0-1,Black
9dBLnp7T,58,1-0,Black
47X8RZJg,51,1-0,White
SsJXWCGV,67,0-1,White
RH6B9o7c,101,1-0,White
KotvkkWl,82,1-0,Black
WlAZDVxL,56,0-1,Black
LzunISbx,99,0-1,White
835ebNZX,79,1/2-1/2,White
7QZNcyDX,58,0-1,Black
1WzXcDjU,87,1-0,White
O0xuh1UO,101,0-1,White
izChkqi8,64,0-1,Black
2A1zwlI3,131,1-0,White
2A1zwlI3,133,1-0,White
W6TZ8yxC,63,1-0,White
pkPeOmyA,84,0-1,Black
2AMHx0M9,62,0-1,Black
A6CoVFAM,59,1-0,White
9DikNkEp,99,0-1,White
FDeKAlv6,110,1-0,Black
yEnVEEIp,82,0-1,Black
x6TUhXwh,51,1-0,White
M5FTNjv4,87,0-1,White
FsPOzXb9,109,1/2-1/2,White
KF5C3syb,118,1-0,Black
3f6qljCF,65,0-1,White
X7lutCC4,61,0-1,White
V6Mf6t8F,48,0-1,Black
H8CNLejG,72,0-1,Black
EvLN6nBj,109,1-0,White
1HrufIBh,85,0-1,White
15AxCQM1,61,0-1,White
n0ZHK5Ck,96,0-1,Black
XxZhO8ZO,68,1-0,Black
KqQpbIHS,71,1-0,White
bRiNk1Gt,71,1-0,White
Fni896dv,81,1-0,White
CukcvmRB,116,0-1,Black
uvxdTbtk,76,0-1,Black
mxGXoTE6,81,1-0,White
gaOEoMbN,56,0-1,Black
pQ0CBBEq,102,0-1,Black
FEPlDQys,61,1-0,White
I9P6dcZF,70,1-0,Black
DUYnODwu,61,1-0,White
EGsTi5qQ,106,0-1,Black
7bhaa6Aq,131,1-0,White
8oQEnPcm,89,1-0,White
QrhBlQzX,61,1-0,White
hDNCdBES,49,1-0,White
wTD3D12U,43,1-0,White
0onhFBJb,57,1-0,White
Jjewe5Jm,123,1/2-1/2,White
IlrawhZg,58,1-0,Black
zCK6h8F4,55,0-1,White
VlSFrR0A,59,1-0,White
6AfgyMG5,79,1-0,White
6AfgyMG5,103,1-0,White
yBVlEDfb,61,0-1,White
ryFYYZ1R,88,0-1,Black
ODwcbVed,97,1-0,White
JK6neQqa,58,0-1,Black
sNLhe4px,64,0-1,Black
g2L3VzO9,106,1-0,Black
bCKSr2Wh,99,1-0,White
LcT1aPhk,77,1-0,White
bzrWIVGw,59,1-0,White
sWmIlSYO,82,0-1,Black
YOkZnmqh,56,0-1,Black
SwCxSgGM,85,1-0,White
DLKWqifM,64,0-1,Black
C7gOF1ft,122,0-1,Black
3fQF8zU9,66,0-1,Black
CU79K2A2,81,0-1,White
Xvp3AyB5,84,0-1,Black
DxgdlDyT,87,1-0,White
4CUVDdIw,114,0-1,Black
NlXWERp7,101,1-0,White
aeBDn2PT,66,1-0,Black
EQBCQYxT,101,1-0,White
3QrTVw9w,78,0-1,Black
WKB2JPtW,98,0-1,Black
pXq7TReD,73,1-0,White
suO50E30,69,1-0,White
9aXTs7xz,103,1-0,White
ekgdydIq,115,0-1,White
Y8rzn065,61,1-0,White
wALQvCsD,66,0-1,Black
2cfSeZql,91,0-1,White
D8EMgo4R,73,1-0,White
y8wfZnxt,62,0-1,Black
f78Klkqm,68,0-1,Black
s5eMSs3L,100,0-1,Black
RAiNhX1A,130,1-0,Black
L5ICUrnI,82,0-1,Black
EQfyhDFh,118,1/2-1/2,Black
FC22nShO,72,0-1,Black
iLJe2TXN,108,1/2-1/2,Black
Xon5rp6a,79,1-0,White
xZ8NVVcr,127,0-1,White
myYQ3vHf,123,1-0,White
grzX6JVk,71,1-0,White
5x6Qk9vh,40,0-1,Black
L2hia2Wn,57,1-0,White
zq4e9eU1,119,0-1,White
Lkbjui8p,61,1-0,White
dEY6XWbD,69,1-0,White
6koKIDMn,111,1-0,White
xrgLj51g,73,1-0,White
xaHvy3zw,53,1-0,White
YZNmG9C2,60,0-1,Black
LFVWH12d,118,0-1,Black
SmcxK6p9,77,1-0,White
8qtVm0Jd,75,1/2-1/2,White
3UTyLBFK,63,1-0,White
LRDaF85x,48,0-1,Black
WYTWvuNo,76,0-1,Black
AfZx5oyq,79,1-0,White
f5a2zz4h,49,1-0,White
ldqyMuNZ,97,1-0,White
oqt7YBQe,44,0-1,Black
K8vVo6YH,87,1-0,White
5ZkC0Kw9,41,1-0,White
0wYTsM2G,39,1-0,White
KkRyxeE5,80,0-1,Black
6VNsfsRD,59,1-0,White
HbE30UDw,139,1-0,White
drQBuUGZ,91,1-0,White
ipgrHhsK,93,1-0,White
bFupwluA,76,1-0,Black
2MkE3sua,128,1-0,Black
JTwXnqoU,75,0-1,White
8qdeLZ8J,95,1/2-1/2,White
9lTQEerl,77,1-0,White
QiiugH6Q,80,0-1,Black
CdDZFgjN,114,1-0,Black
HATQWC5Z,48,0-1,Black
7Vxh0p2G,76,0-1,Black
HTKuvyAp,71,1-0,White
pLkRGkdG,105,0-1,White
g6J8LYIY,99,1-0,White
L8R3miCD,79,1-0,White
Hk4X9Gky,82,0-1,Black
PIn4jMxG,100,0-1,Black
AdqxIRb5,83,1-0,White
MxzXgCR6,55,1-0,White
uBdPU4G6,111,1-0,White
PmuKDwZx,77,1-0,White
hSaFClHg,85,1-0,White
kVpjR0I4,66,0-1,Black
kVpjR0I4,72,0-1,Black
B69Ij7wg,118,0-1,Black
JWvUxQQa,117,0-1,White
CyivrFAa,116,1/2-1/2,Black
fDPHftBT,60,0-1,Black
SJ6PeCrp,58,0-1,Black
SJ6PeCrp,60,0-1,Black
yL21G1E1,159,1/2-1/2,White
huzKx2Uu,65,1-0,White
AZDnYdZL,126,0-1,Black
RMmXgM3P,104,0-1,Black
Oh3Ug1Dy,44,0-1,Black
wAcDDZk7,86,0-1,Black
7jvw0TDq,92,0-1,Black
Z4o5ow3X,124,0-1,Black
iBSGcmuP,89,0-1,White
eOE3uqVA,72,0-1,Black
DhWKQD60,115,0-1,White
imo8TZGg,66,0-1,Black
ZUAujyHd,99,0-1,White
Mpa1WkG5,61,1-0,White
iQ0gsD51,151,1-0,White
V34iRqzT,132,1/2-1/2,Black
2KI3SoSe,76,0-1,Black
GJroWDPN,76,0-1,Black
XWlLF69a,91,0-1,White
7C6UCNSF,79,0-1,White
p4QxIjnr,91,1-0,White
YULhBo0t,75,1-0,White
3B7iepot,82,0-1,Black
3B7iepot,88,0-1,Black
3B7iepot,90,0-1,Black
4nbmjMqv,68,0-1,Black
LNil53Wy,54,0-1,Black
J0kip35o,94,1-0,Black
J0kip35o,103,1-0,White
J0kip35o,123,1-0,White
ayykO6Lq,65,1-0,White
NXWNKmiZ,93,1-0,White
5iprrFNr,52,0-1,Black
OtsQimB1,109,1-0,White
MPPhhjFo,62,0-1,Black
cWv2nhRc,68,0-1,Black
iWvjVmUT,40,0-1,Black
KfAXWBdw,52,0-1,Black
ZNAjL6KC,107,0-1,White
IvUmkOMZ,49,1-0,White
7S4ULaRz,79,1-0,White
Eag4FokJ,76,0-1,Black
K2QkQFLP,60,1-0,Black
6k5qZzDD,59,1-0,White
5x0t4w8L,71,1-0,White
0u6Zwr1o,118,1/2-1/2,Black
e9UYiUyK,41,1-0,White
unOMp07D,104,0-1,Black
8dxZZzjX,65,1-0,White
6Xmd1zq4,58,0-1,Black
31tCS3VB,71,1-0,White
EcRMZZrR,67,0-1,White
SZubdhE5,81,1-0,White
px0auD9C,78,0-1,Black
KHXgSSeZ,71,1-0,White
DYly4hNm,92,0-1,Black
vrJbtO7s,107,1/2-1/2,White
S0so66I2,77,1-0,White
vjgD9m1H,51,1-0,White
FGfBShdD,97,1-0,White
6TfvATW6,57,0-1,White
Kjj3nLOH,95,0-1,White
sn2KZrxv,98,0-1,Black
tei2MBlD,86,0-1,Black
tYYenNAA,101,1-0,White
Ihghv8ya,78,0-1,Black
5I4gglZd,89,0-1,White
bAqSEguY,78,0-1,Black
IcVjrdM0,107,1-0,White
16fFTGKK,96,1/2-1/2,Black
ueKf3ACH,156,1-0,Black
B0FuX3MA,96,0-1,Black
92D4P8iD,115,1-0,White
92D4P8iD,122,1-0,Black
GyECaYRI,61,1-0,White
0XiSbtHJ,71,0-1,White
ImkyZrbC,83,1-0,White
JjWn3JUy,114,0-1,Black
RH7GRBW6,94,1-0,Black
VEzDyl2w,75,0-1,White
gKgMya9w,76,1-0,Black
WnGeBPKh,74,0-1,Black
lAFjWKmC,59,1-0,White
RYYlNaYF,79,1-0,White
fYOTYKkE,109,1/2-1/2,White
FBmSZ2i4,76,0-1,Black
0RIaxQYM,109,1-0,White
MGD8s7kR,89,1-0,White
yHONDISJ,90,0-1,Black
ZiSdQE4B,97,1-0,White
JblTDSMs,83,1-0,White
FSQcfvNK,76,0-1,Black
t4ixz2Va,60,0-1,Black
6LOligud,111,0-1,White
O8r6xAZ7,107,0-1,White
VL37XKfN,76,0-1,Black
LSnUcqfe,111,0-1,White
8OBE77W5,74,0-1,Black
ckNMBubN,102,1-0,Black
ql6Rbkl7,68,0-1,Black
UKVMoq1P,66,1-0,Black
LmdMUtRG,91,0-1,White
tRCtggcr,42,0-1,Black
21LRd7Yq,68,0-1,Black
WJvGCcB1,105,1-0,White
RNoEl3wW,75,1-0,White
5er1JL9D,69,1-0,White
6tlwVMLZ,85,1-0,White
avbPRMIn,139,1-0,White
9iEV6Q3g,69,1-0,White
jGQsnPQR,102,0-1,Black
c6umJBkl,77,0-1,White
hY7vfpTz,108,0-1,Black
bupuDbMe,62,0-1,Black
Vijm5kUc,109,1-0,White
98Vy07lY,104,1/2-1/2,Black
L3ntDG2S,130,0-1,Black
3bnfHIVK,100,1-0,Black
ecmOF6n0,95,0-1,White
UWxvXWzc,142,0-1,Black
N1GmvkXP,69,1-0,White
mjBVxPdV,73,1-0,White
GTMubrom,75,1-0,White
OUifaEOW,57,0-1,White
4CbSAHdw,80,0-1,Black
J7osyzL3,94,0-1,Black
RBwCCgoq,70,0-1,Black
FSjgs5Xh,59,1-0,White
hSURiLfu,107,1-0,White
JA36iYaj,65,1-0,White
0TgCLbrw,92,0-1,Black
CHIJ6wCN,69,1-0,White
e1XvXcQH,111,1-0,White
1yBlpXtp,62,0-1,Black
qgVPkOwW,141,1-0,White
AKHLSh8y,121,1/2-1/2,White
9U9qImWu,92,0-1,Black
Ma27GBZX,59,1-0,White
USCk2naZ,49,1-0,White
KogLik2x,92,0-1,Black
We7928E5,59,1-0,White
2fs4iWyV,96,0-1,Black
fKMqmhvF,60,0-1,Black
Q62yCUwR,112,0-1,Black
JOm84OZd,71,1-0,White
QIGRcIVS,52,0-1,Black
liWW65Xv,83,1-0,White
K6T3lOEv,55,1-0,White
9D1DKd8H,43,1-0,White
B2vZYBwt,78,1-0,Black
KTDhfIFG,80,0-1,Black
CLEUK5WX,80,1-0,Black
xsi1se4i,84,0-1,Black
J5pWJZgO,91,1-0,White
0O1uh2gz,61,1-0,White
LXLEc4Sg,89,1-0,White
JVFuC5fZ,95,1-0,White
Gj7UqyeL,63,1-0,White
rIpFgpf5,56,1-0,Black
rObAMAwn,83,0-1,White
rObAMAwn,87,0-1,White
SbFHBsFg,48,0-1,Black
VSzS9nOX,62,0-1,Black
zECePzCo,102,1-0,Black
nMevK6VF,62,1-0,Black
NQePc8Ve,50,0-1,Black
2tS8hRyj,122,0-1,Black
m4kc1QDQ,46,0-1,Black
SwsstxSc,71,1-0,White
SwsstxSc,76,1-0,Black
bD8QPwGn,133,1/2-1/2,White
PtLYdzpA,80,0-1,Black
OLuZva0j,56,0-1,Black
13OWNvgS,78,0-1,Black
MZERJD7P,92,0-1,Black
